"Account.No",26435791004
"constant",11.0643546954146
"month2",-15.0905779728621
"month3",-5.54527055117993
"month4",-32.7920849155019
"month5",-33.7804054957051
"month6",-12.481670102165
"month7",2.1661475457817
"month8",-7.30953822769261
"month9",-11.2946876424118
"month10",-26.7586022209966
"month11",-17.6252117290259
"month12",-14.702944594058
"day2",17.6183624950613
"day3",13.9561241212794
"day4",11.5260319077657
"day5",18.2258889312345
"day6",13.8899517632336
"day7",13.0029150816397
"day8",14.3578372218078
"day9",16.0452191329612
"day10",13.9173522242649
"day11",5.02332017167724
"day12",10.0771372010857
"day13",1.24396512297538
"day14",9.86857773310601
"day15",4.61625668891918
"day16",8.29699004788158
"day17",-3.32705236655136
"day18",1.18393987322273
"day19",5.26621363416232
"day20",-0.933438975883152
"day21",-0.396554332766804
"day22",2.32175212631749
"day23",9.65062392883531
"day24",3.61897179181477
"day25",0.622541094388437
"day26",1.13098223411349
"day27",2.69782444045211
"day28",10.1333496476832
"day29",2.34828286926947
"day30",6.42492063691393
"day31",-2.24248535987974
"hour1",-0.077782245654665
"hour2",-0.284315940496287
"hour3",0.0604988068109443
"hour4",2.05368227699287
"hour5",5.39960898850102
"hour6",108.166347616335
"hour7",131.488514145202
"hour8",146.652102005681
"hour9",151.75397570823
"hour10",153.646686298426
"hour11",153.630243968925
"hour12",149.437888554178
"hour13",145.691063536832
"hour14",131.970354928062
"hour15",122.593040095813
"hour16",115.061445975909
"hour17",107.127482179899
"hour18",79.0398799867779
"hour19",76.0148532381573
"hour20",38.4531321239238
"hour21",29.1293943203325
"hour22",17.1823937131717
"hour23",1.65679996183232
"Day.of.Week1",91.9631224245073
"Day.of.Week2",95.803058816679
"Day.of.Week3",93.586008984951
"Day.of.Week4",95.8690451470246
"Day.of.Week5",90.5291827657564
"Day.of.Week6",47.3881912994038
"temperature",-0.0128174616697411
